model,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1,train_auc,test_auc
Best_RandomForest,0.8312872676253946,0.785772690106296,0.854463615903976,0.8045375218150087,0.7987377279102384,0.7545008183306056,0.8256614715476622,0.7787162162162162,0.9136005511675402,0.8725035567964229
Best_XGBoost,0.8049807085233252,0.785772690106296,0.8217455621301775,0.7982905982905983,0.7791023842917251,0.7643207855973814,0.7998560115190785,0.7809364548494984,0.8915782091976082,0.8742792807248376
